Wavelength, nm	Energy, eV	Hemispherica	Direct	Hemispherica
		Hemispherical Tilt Irrad, W.m-2.nm-1	Direct + Circumsolar, W.m-2.nm-1	Hemispherical Tilt Irrad, W.m-2.eV-1
1143	1,08468941382327	0,3118	0,2976	328,561702048718
1144	1,08374125874126	0,1133	0,1084	119,599765123407
1145	1,08279475982533	0,146	0,1398	154,387522180997
1146	1,08184991273997	0,1576	0,1509	166,945153734473
1147	1,08090671316478	0,0592	0,0567	62,8198522342313
1148	1,07996515679443	0,2711	0,259	288,178556541378
1149	1,07902523933856	0,2185	0,2089	232,669719712857
1150	1,07808695652174	0,1216	0,1165	129,711243748992
1151	1,07715030408341	0,2034	0,1945	217,34515518632
1152	1,07621527777778	0,2476	0,2367	265,035449588643
1153	1,07528187337381	0,2381	0,2276	255,309148975641
1154	1,07435008665511	0,1425	0,1364	153,06463139216
1155	1,07341991341991	0,3132	0,299	337,003250524278
1156	1,07249134948097	0,2809	0,2684	302,772045813841
1157	1,07156439066551	0,3146	0,3004	339,682993547346
1158	1,0706390328152	0,3117	0,2977	337,133794805614
1159	1,06971527178602	0,3369	0,3216	365,019655508953
1160	1,06879310344828	0,2865	0,2737	310,948862719794
1161	1,06787252368648	0,3475	0,3317	377,804926197774
1162	1,06695352839931	0,35	0,3341	381,178738506211
1163	1,06603611349957	0,4686	0,4464	511,222643490886
1164	1,06512027491409	0,4019	0,3833	439,210116470398
1165	1,06420600858369	0,3886	0,3708	425,405416196161
1166	1,06329331046312	0,3749	0,3578	411,112715276658
1167	1,06238217652099	0,41	0,3911	450,374649136958
1168	1,06147260273973	0,4195	0,4002	461,600232295532
1169	1,06056458511548	0,4231	0,4035	466,359057186643
1170	1,05965811965812	0,4587	0,4373	506,464292627843
1171	1,05875320239112	0,4483	0,4275	495,827827310857
1172	1,05784982935154	0,4548	0,4337	503,876434263591
1173	1,05694799658994	0,4564	0,4352	506,512337151153
1174	1,05604770017036	0,3369	0,3219	374,529105016938
1175	1,05514893617021	0,4524	0,4314	503,786699467656
1176	1,05425170068027	0,4768	0,4545	531,862362316503
1177	1,05335598980459	0,4724	0,4504	527,850798193257
1178	1,05246179966044	0,36	0,3439	402,940990482336
1179	1,05156912637829	0,4837	0,4611	542,315560332312
1180	1,05067796610169	0,4407	0,4205	494,943281174383
1181	1,0497883149873	0,4551	0,4342	511,982360945314
1182	1,04890016920474	0,3232	0,309	364,212354250686
1183	1,0480135249366	0,4387	0,4185	495,20553661881
1184	1,04712837837838	0,4199	0,4008	474,785718986933
1185	1,0462447257384	0,4074	0,3891	461,430283110179
1186	1,04536256323777	0,4772	0,4552	541,39991224391
1187	1,04448188711036	0,4558	0,4349	517,993281335699
1188	1,04360269360269	0,335	0,3204	381,352024520084
1189	1,04272497897393	0,4157	0,3969	474,015018309405
1190	1,0418487394958	0,4624	0,4412	528,153444103888
1191	1,04097397145256	0,4466	0,4264	510,964360864656
1192	1,04010067114094	0,4734	0,4517	542,536713663494
1193	1,03922883487008	0,4543	0,4337	521,521229795128
1194	1,03835845896147	0,4689	0,4475	539,184320374254
1195	1,03748953974895	0,447	0,4267	514,863022261655
1196	1,0366220735786	0,4313	0,4119	497,611244394257
1197	1,03575605680869	0,4772	0,4553	551,489316663978
1198	1,03489148580968	0,4339	0,4143	502,286671721245
1199	1,03402835696414	0,3649	0,3487	423,117119616067
1200	1,03316666666667	0,4483	0,4279	520,690433940958
1201	1,0323064113239	0,4371	0,4174	508,528373205356
1202	1,03144758735441	0,4372	0,4174	509,492102597193
1203	1,0305901911887	0,4341	0,4144	506,721589691886
1204	1,0297342192691	0,3625	0,3465	423,847233424746
1205	1,02887966804979	0,4369	0,4171	511,687145104049
1206	1,02802653399668	0,4809	0,4587	564,1541155025
1207	1,02717481358741	0,4299	0,4104	505,161626955961
1208	1,02632450331126	0,4335	0,4138	510,236283271495
1209	1,02547559966915	0,4143	0,3955	488,445263994193
1210	1,02462809917355	0,4534	0,4327	535,427439909663
1211	1,02378199834847	0,4223	0,4032	499,525583400549
1212	1,02293729372937	0,4249	0,4057	503,431445071786
1213	1,02209398186315	0,4696	0,448	557,311568317471
1214	1,02125205930807	0,4341	0,4144	516,030685271818
1215	1,02041152263374	0,4278	0,4085	509,379783029521
1216	1,01957236842105	0,4664	0,4451	556,255168898209
1217	1,01873459326212	0,4553	0,4346	543,910164300694
1218	1,01789819376026	0,4593	0,4384	549,590718825617
1219	1,01706316652994	0,4466	0,4264	535,271965316987
1220	1,01622950819672	0,4581	0,4372	549,956476851105
1221	1,01539721539722	0,4653	0,4441	559,516306904339
1222	1,01456628477905	0,4514	0,431	543,691238586869
1223	1,01373671300082	0,4441	0,424	535,774519196645
1224	1,01290849673203	0,4481	0,4279	541,484647201161
1225	1,01208163265306	0,4624	0,4414	559,678173899016
1226	1,01125611745514	0,4682	0,447	567,623958057751
1227	1,01043194784026	0,433	0,4136	525,805821100177
1228	1,00960912052117	0,4666	0,4454	567,531323116632
1229	1,00878763222132	0,4672	0,4461	569,186994031295
1230	1,0079674796748	0,46	0,4393	561,327633489273
1231	1,00714865962632	0,472	0,4507	576,907881916438
1232	1,00633116883117	0,4663	0,4453	570,867342474593
1233	1,00551500405515	0,454	0,4336	556,711732537506
1234	1,00470016207455	0,4702	0,4489	577,512398128731
1235	1,00388663967611	0,465	0,4441	572,051641393773
1236	1,00307443365696	0,4691	0,448	578,030483626391
1237	1,00226354082458	0,4634	0,4426	571,931210356509
1238	1,00145395799677	0,468	0,4469	578,542823035974
1239	1,00064568200161	0,4627	0,4419	572,915378851428
1240	0,999838709677419	0,4608	0,4401	571,484174866914
1241	0,999033037872683	0,462	0,4413	573,896936602678
1242	0,998228663446055	0,4625	0,4418	575,444305533151
1243	0,997425583266291	0,4575	0,4371	570,14027867398
1244	0,996623794212219	0,4553	0,435	568,311938054525
1245	0,995823293172691	0,4566	0,4362	570,851278432005
1246	0,995024077046549	0,4595	0,439	575,400146797871
1247	0,994226142742582	0,4575	0,4372	573,815629537022
1248	0,993429487179487	0,4586	0,4383	576,118191966446
1249	0,992634107285829	0,4597	0,4393	578,42592329408
1250	0,99184	0,4571	0,4368	576,075778351347
1251	0,991047162270184	0,4526	0,4326	571,317512985965
1252	0,990255591054313	0,451	0,4311	570,208343281174
1253	0,989465283320032	0,4477	0,428	566,940659219229
1254	0,988676236044657	0,4436	0,4242	562,645666720439
1255	0,987888446215139	0,4507	0,4309	572,563129133731
1256	0,987101910828025	0,4402	0,421	560,115621229231
1257	0,986316626889419	0,4353	0,4163	554,763130908211
1258	0,985532591414944	0,445	0,4255	568,027891595419
1259	0,984749801429706	0,4273	0,4087	546,301912647201
1260	0,983968253968254	0,4311	0,4124	552,036102597193
1261	0,983187946074544	0,4115	0,3937	527,774472898855
1262	0,982408874801902	0,3957	0,3787	508,315236973705
1263	0,981631037212985	0,4002	0,383	514,910980642039
1264	0,980854430379747	0,3715	0,3557	478,741784158735
1265	0,980079051383399	0,3957	0,3787	510,734822148734
1266	0,979304897314376	0,3853	0,3688	498,097989030489
1267	0,978531965272297	0,3882	0,3716	502,640095015325
1268	0,977760252365931	0,3705	0,3548	480,479748346508
1269	0,97698975571316	0,2465	0,2366	320,175823923213
1270	0,976220472440945	0,3874	0,3709	503,982464913696
1271	0,975452399685287	0,4083	0,3906	532,00884037748
1272	0,974685534591195	0,4088	0,3911	533,498837877077
1273	0,973919874312647	0,4063	0,3887	531,070279641878
1274	0,973155416012559	0,4061	0,3886	531,64313889337
1275	0,972392156862745	0,4123	0,3946	540,607507259235
1276	0,971630094043887	0,4169	0,399	547,496833682852
1277	0,970869224745497	0,42	0,4019	552,432795612196
1278	0,970109546165884	0,4276	0,4092	563,310403613486
1279	0,969351055512119	0,4246	0,4063	560,23398015809
1280	0,96859375	0,422	0,4039	557,674463623165
1281	0,96783762685402	0,4134	0,3955	547,163475883207
1282	0,967082683307332	0,3731	0,357	494,594938215841
1283	0,966328916601715	0,4073	0,3898	540,774358525569
1284	0,965576323987539	0,4208	0,4027	559,569644136151
1285	0,964824902723735	0,424	0,4058	564,703500564607
1286	0,964074650077761	0,4271	0,4088	569,717915470237
1287	0,963325563325563	0,4221	0,4041	563,924306259074
1288	0,962577639751553	0,4199	0,4019	561,857223423133
1289	0,961830876648565	0,4094	0,3919	548,658410550089
1290	0,961085271317829	0,4129	0,3952	554,207848040006
1291	0,960340821068939	0,4179	0,4	561,788990079045
1292	0,959597523219814	0,3962	0,3795	533,442810775932
1293	0,958855375096674	0,4126	0,3951	556,38401145346
1294	0,958114374034003	0,4042	0,3871	545,900170350056
1295	0,957374517374517	0,4051	0,388	547,961628891757
1296	0,956635802469136	0,3896	0,3732	527,80964155509
1297	0,955898226676947	0,3713	0,3558	503,794323035974
1298	0,955161787365177	0,3918	0,3754	532,429591224391
1299	0,954426481909161	0,4085	0,3913	555,979439022423
1300	0,953692307692308	0,3531	0,3386	481,318761090498
1301	0,952959262106072	0,3623	0,3473	494,619569527343
1302	0,952227342549923	0,3918	0,3754	535,716185836425
1303	0,951496546431312	0,3462	0,332	474,093785933215
1304	0,950766871165644	0,3006	0,2885	412,28024649137
1305	0,950038314176245	0,3838	0,3678	527,198737699629
1306	0,949310872894334	0,3845	0,3685	528,970029036941
1307	0,94858454475899	0,3059	0,2936	421,481988304565
1308	0,947859327217125	0,347	0,3328	478,843206968866
1309	0,947135217723453	0,3841	0,3682	530,850179141797
1310	0,946412213740458	0,3011	0,2891	416,775052427811
1311	0,945690312738368	0,3337	0,3201	462,604611792225
1312	0,944969512195122	0,3334	0,3199	462,894087433457
1313	0,944249809596344	0,3135	0,3009	435,928602597193
1314	0,943531202435312	0,2883	0,2769	401,498327794806
1315	0,942813688212928	0,2858	0,2745	398,622765768672
1316	0,94209726443769	0,3242	0,3111	452,869587998064
1317	0,941381928625664	0,3122	0,2997	436,770015970318
1318	0,940667678300455	0,3333	0,3198	466,997442490724
1319	0,939954510993177	0,2686	0,258	376,915473947411
1320	0,939242424242424	0,2587	0,2486	363,573866752702
1321	0,938531415594247	0,2987	0,2868	420,425670834006
1322	0,937821482602118	0,3022	0,2902	425,996212937571
1323	0,937112622826909	0,2328	0,2239	328,663164381352
1324	0,936404833836858	0,2625	0,2523	371,153573156961
1325	0,935698113207547	0,3222	0,3094	456,252923858687
1326	0,93499245852187	0,2805	0,2696	397,803208582029
1327	0,934287867370007	0,2663	0,2559	378,234709388611
1328	0,933584337349398	0,2345	0,2256	333,570291982578
1329	0,93288186606471	0,1776	0,171	253,012100016132
1330	0,93218045112782	0,2292	0,2205	327,013937731892
1331	0,931480090157776	0,1448	0,1395	206,905979028876
1332	0,930780780780781	0,1458	0,1405	208,648055492821
1333	0,930082520630158	0,203	0,1955	290,940850943701
1334	0,929385307346327	0,1693	0,163	243,005993547346
1335	0,928689138576779	0,2312	0,2224	332,352331021132
1336	0,927994011976048	0,1835	0,1767	264,178428778835
1337	0,927299925205684	0,1645	0,1585	237,179464833038
1338	0,92660687593423	0,178	0,1715	257,028094854009
1339	0,925914861837192	0,1768	0,1703	255,677071140507
1340	0,925223880597015	0,1683	0,1622	243,748572350379
1341	0,924533929903057	0,1704	0,1642	247,158479109534
1342	0,923845007451565	0,178	0,1715	258,567181803517
1343	0,923157110945644	0,1271	0,1226	184,903845700919
1344	0,922470238095238	0,0756	0,073	110,145992579448
1345	0,9217843866171	0,109	0,1052	159,044785449266
1346	0,92109955423477	0,0582	0,0562	85,0474844329731
1347	0,920415738678545	0,0601	0,0581	87,95449338603
1348	0,91973293768546	0,0047	0,0046	6,88852137441523
1349	0,919051148999259	0,0162	0,0156	23,7786547830295
1350	0,91837037037037	0,016	0,0155	23,5199225681562
1351	0,917690599555885	0,0046	0,0045	6,77199919341829
1352	0,917011834319527	0,0015	0,0015	2,21153089207937
1353	0,916334072431633	1E-4	1E-4	0,147653573156961
1354	0,915657311669128	3E-4	3E-4	0,443615744474915
1355	0,914981549815498	0	0	0
1356	0,914306784660767	0	0	0
1357	0,913633014001474	1E-4	1E-4	0,148527907727053
1358	0,912960235640648	0	0	0
1359	0,912288447387785	0	0	0
1360	0,911617647058824	0	0	0
1361	0,91094783247612	0	0	0
1362	0,910279001468429	0	0	0
1363	0,909611151870873	0	0	0
1364	0,908944281524927	0	0	0
1365	0,908278388278388	0	0	0
1366	0,907613469985359	0	0	0
1367	0,906949524506218	0	0	0
1368	0,906286549707602	0	0	0
1369	0,905624543462381	0	0	0
1370	0,904963503649635	0	0	0
1371	0,904303428154632	0	0	0
1372	0,903644314868805	0	0	0
1373	0,90298616168973	0	0	0
1374	0,902328966521106	2E-4	2E-4	0,304545249233747
1375	0,901672727272727	3E-4	3E-4	0,457483061784159
1376	0,901017441860465	3E-4	2E-4	0,45814873366672
1377	0,900363108206245	1E-4	1E-4	0,152938296499435
1378	0,899709724238026	0,0011	0,0011	1,68476560735603
1379	0,899057287889775	1E-4	1E-4	0,153382884336183
1380	0,898405797101449	1E-4	1E-4	0,153605420229069
1381	0,897755249818972	0	0	0
1382	0,897105643994211	0	0	0
1383	0,89645697758496	0	0	0
1384	0,895809248554913	0	0	0
1385	0,895162454873646	0	0	0
1386	0,894516594516594	0	0	0
1387	0,893871665465032	2E-4	2E-4	0,310335376673657
1388	0,893227665706052	0	0	0
1389	0,892584593232541	6E-4	6E-4	0,93369301500242
1390	0,891942446043165	5E-4	5E-4	0,779198257783514
1391	0,891301222142344	3E-4	3E-4	0,46819188578803
1392	0,89066091954023	0	0	0
1393	0,890021536252692	1E-4	1E-4	0,156513066623649
1394	0,889383070301291	1E-4	1E-4	0,156737860945314
1395	0,888745519713262	0	0	0
1396	0,88810888252149	0	0	0
1397	0,887473156764495	0	0	0
1398	0,886838340486409	0,0013	0,0012	2,04930246814002
1399	0,886204431736955	8E-4	8E-4	1,26291401839006
1400	0,885571428571429	0	0	0
1401	0,884939329050678	0	0	0
1402	0,884308131241084	0,0018	0,0018	2,85375641232457
1403	0,88367783321454	0,0024	0,0023	3,81043845781578
1404	0,883048433048433	7E-4	7E-4	1,11296273592515
1405	0,882419928825623	0	0	0
1406	0,881792318634424	0,002	0,002	3,18895950959832
1407	0,881165600568586	2E-4	2E-4	0,319349733828037
1408	0,880539772727273	0,0016	0,0016	2,55843071463139
1409	0,879914833215046	6E-4	6E-4	0,960774802387482
1410	0,879290780141844	5E-4	5E-4	0,801782545571866
1411	0,878667611622962	0,0021	0,0021	3,37226496209066
1412	0,878045325779037	0,0026	0,0026	4,1811053395709
1413	0,877423920736023	0,0234	0,0227	37,6832671398613
1414	0,876803394625177	4E-4	4E-4	0,645070495241168
1415	0,876183745583039	2E-4	2E-4	0,32299161155025
1416	0,875564971751412	0,0356	0,0346	57,5737970640426
1417	0,874947071277347	0,0118	0,0114	19,1104131311502
1418	0,874330042313117	0,0136	0,0132	22,0566594612034
1419	0,873713883016209	0,0021	0,0021	3,41061308275528
1420	0,873098591549296	0,0083	0,008	13,4990482335861
1421	0,872484166080225	0,0092	0,0089	14,9838822390708
1422	0,871870604781997	0,0463	0,045	75,514187126956
1423	0,871257905832748	0,0092	0,009	15,0260903371512
1424	0,87064606741573	0,017	0,0165	27,8046394579771
1425	0,870035087719298	0,0259	0,0251	42,4207029359574
1426	0,869424964936886	0,0278	0,027	45,5965742861752
1427	0,868815697266994	0,0495	0,0482	81,3020531537345
1428	0,868207282913165	0,0046	0,0044	7,56593515083078
1429	0,867599720083975	0,038	0,037	62,588770769479
1430	0,866993006993007	0,0616	0,0599	101,601742216487
1431	0,86638714185884	0,0502	0,0488	82,9146654299081
1432	0,865782122905028	0,0025	0,0025	4,13498951443781
1433	0,865177948360084	0,0358	0,0349	59,2957785126633
1434	0,864574616457462	0,021	0,0204	34,8310017744798
1435	0,86397212543554	0,0214	0,0208	35,5439708017422
1436	0,863370473537604	0,0384	0,0373	63,8687581868043
1437	0,86276965901183	0,0299	0,0291	49,8004299887079
1438	0,862169680111266	0,0133	0,0129	22,182872398774
1439	0,861570535093815	0,051	0,0497	85,180489595096
1440	0,860972222222222	0,0396	0,0385	66,2321019519277
1441	0,860374739764053	0,0318	0,031	53,2602805291176
1442	0,859778085991678	0,0363	0,0354	60,8815237941603
1443	0,859182259182259	0,0451	0,0439	75,7456282464914
1444	0,858587257617728	0,0618	0,0601	103,937251814809
1445	0,857993079584775	0,0498	0,0484	83,8713058557832
1446	0,857399723374827	0,0231	0,0225	38,9580251653492
1447	0,856807187284036	0,0362	0,0353	61,1355749314406
1448	0,85621546961326	0,1157	0,1125	195,667569608001
1449	0,855624568668047	0,1021	0,0994	172,906325294402
1450	0,855034482758621	0,0274	0,0267	46,4659622519761
1451	0,854445210199862	0,0113	0,011	19,1894106307469
1452	0,853856749311295	0,0624	0,0607	106,112412969834
1453	0,853269098417068	0,082	0,0798	139,634729795128
1454	0,852682255845942	0,1376	0,1338	234,636523310211
1455	0,852096219931271	0,0662	0,0644	113,040050814648
1456	0,851510989010989	0,0885	0,0862	151,326291337312
1457	0,850926561427591	0,117	0,1139	200,333386836587
1458	0,850342935528121	0,1364	0,1327	233,871761251815
1459	0,849760109664154	0,1631	0,1586	280,035385626714
1460	0,849178082191781	0,0854	0,0832	146,829036941442
1461	0,848596851471595	0,0903	0,0879	155,466402887563
1462	0,848016415868673	0,1306	0,1271	225,157433779642
1463	0,847436773752563	0,0432	0,0421	74,5797231811583
1464	0,846857923497268	0,1518	0,1477	262,4232398774
1465	0,846279863481229	0,0934	0,0909	161,685283916761
1466	0,845702592087312	0,0652	0,0635	113,022238425553
1467	0,845126107702795	0,0361	0,0351	62,6636658331989
1468	0,844550408719346	0,0769	0,0749	133,667805775125
1469	0,843975493533016	0,0948	0,0923	165,006212937571
1470	0,843401360544218	0,0497	0,0484	86,6242377802871
1471	0,842828008157716	0,0178	0,0174	31,0665992902081
1472	0,842255434782609	0,0468	0,0456	81,7918141635748
1473	0,841683638832315	0,0702	0,0684	122,854473140829
1474	0,841112618724559	0,0973	0,0948	170,512481690595
1475	0,840542372881356	0,1846	0,1795	323,939647523794
1476	0,839972899728997	0,0688	0,067	120,89532892402
1477	0,839404197698037	0,0697	0,0679	122,642822471366
1478	0,838836265223275	0,0635	0,0618	111,884766897887
1479	0,838269100743746	0,12	0,1168	211,721987417325
1480	0,837702702702703	0,0606	0,0591	107,064236167124
1481	0,837137069547603	0,1153	0,1122	203,980096225198
1482	0,836572199730094	0,0585	0,057	103,633613486046
1483	0,836008091706001	0,1486	0,1445	263,602472495564
1484	0,83544474393531	0,1375	0,1338	244,241167930311
1485	0,834882154882155	0,125	0,1217	222,336768027101
1486	0,834320323014805	0,1234	0,1201	219,786567510889
1487	0,833759246805649	0,0606	0,059	108,079401032425
1488	0,833198924731183	0,0942	0,0917	168,230653976448
1489	0,832639355271995	0,1897	0,1844	339,238468865946
1490	0,832080536912752	0,1748	0,1699	313,012969833844
1491	0,831522468142186	0,1978	0,1922	354,674481206646
1492	0,830965147453083	0,1644	0,1599	295,180611066301
1493	0,830408573342264	0,1816	0,1765	326,500482658493
1494	0,829852744310576	0,2037	0,1979	366,725063074689
1495	0,829297658862876	0,1825	0,1775	328,998275931602
1496	0,828743315508021	0,1685	0,1639	304,166555896112
1497	0,828189712758851	0,2285	0,222	413,026743426359
1498	0,827636849132176	0,1897	0,1844	343,351797709308
1499	0,827084723148766	0,2176	0,2114	394,376042587514
1500	0,826533333333333	0,2506	0,2434	454,791095337958
1501	0,825982678214524	0,2655	0,2578	482,474403532828
1502	0,8254327563249	0,2336	0,2269	425,070603645749
1503	0,824883566200931	0,1849	0,1797	336,901729391837
1504	0,824335106382979	0,1603	0,1559	292,467466365543
1505	0,823787375415282	0,184	0,1789	336,15470237135
1506	0,82324037184595	0,2577	0,2503	471,425130827553
1507	0,822694094226941	0,2551	0,2478	467,28875617035
1508	0,822148541114058	0,243	0,2361	445,715076625262
1509	0,821603711066932	0,1869	0,1817	343,270236247782
1510	0,821059602649007	0,2705	0,2627	497,47301984191
1511	0,820516214427531	0,2647	0,2571	487,451305613809
1512	0,819973544973545	0,2607	0,2532	480,720874979835
1513	0,819431592861864	0,2424	0,2354	447,567805775125
1514	0,81889035667107	0,2257	0,2193	417,283946765607
1515	0,818349834983498	0,2657	0,258	491,886822471366
1516	0,817810026385224	0,2568	0,2494	476,038184223262
1517	0,817270929466051	0,2493	0,2421	462,745077996451
1518	0,816732542819499	0,2521	0,2449	468,559509920955
1519	0,816194865042791	0,2444	0,2374	454,846772382642
1520	0,815657894736842	0,2645	0,2569	492,902726246169
1521	0,815121630506246	0,2751	0,2671	513,33087522181
1522	0,814586070959264	0,2638	0,2562	492,892788514276
1523	0,814051214707814	0,28	0,2719	523,849104694306
1524	0,813517060367454	0,2754	0,2674	515,919850298435
1525	0,812983606557377	0,2588	0,2514	485,458743345701
1526	0,812450851900393	0,2675	0,2598	502,436546217132
1527	0,811918795022921	0,2622	0,2547	493,127394579771
1528	0,811387434554974	0,2793	0,2712	525,976101951928
1529	0,81085676913015	0,2724	0,2646	513,653725116954
1530	0,810326797385621	0,2552	0,2479	481,850040329085
1531	0,809797517962116	0,2697	0,262	509,893758428779
1532	0,809268929503916	0,2784	0,2704	527,029748023875
1533	0,808741030658839	0,2771	0,2692	525,253800532344
1534	0,808213820078227	0,2689	0,2612	510,375583481207
1535	0,807687296416938	0,2669	0,2592	507,240242377803
1536	0,807161458333333	0,2746	0,2668	522,554187449589
1537	0,806636304489265	0,2734	0,2656	520,94828569124
1538	0,806111833550065	0,272	0,2643	518,955289562833
1539	0,805588044184535	0,273	0,2652	521,540758993386
1540	0,805064935064935	0,2649	0,2574	506,724342635909
1541	0,804542504866969	0,269	0,2614	515,235674302307
1542	0,804020752269779	0,2693	0,2617	516,479952572996
1543	0,80349967595593	0,2721	0,2644	522,527030892079
1544	0,802979274611399	0,2721	0,2644	523,204537506049
1545	0,802459546925566	0,2771	0,2692	533,509136554283
1546	0,801940491591203	0,2748	0,2671	529,765991934183
1547	0,80142210730446	0,2731	0,2654	527,170009598322
1548	0,800904392764858	0,2668	0,2592	515,675034037748
1549	0,800387346675274	0,2734	0,2657	529,114561542184
1550	0,799870967741935	0,2699	0,2623	523,015607356025
1551	0,799355254674404	0,2706	0,2629	525,048903532828
1552	0,798840206185567	0,2718	0,2642	528,057547346346
1553	0,798325820991629	0,2713	0,2637	527,76559259558
1554	0,797812097812098	0,2647	0,2573	515,589825133086
1555	0,797299035369775	0,2676	0,2601	521,909574124859
1556	0,796786632390745	0,2631	0,2557	513,793258267463
1557	0,796274887604367	0,2706	0,263	529,11903484433
1558	0,795763799743261	0,2685	0,2609	525,687396354251
1559	0,795253367543297	0,2681	0,2605	525,578283674786
1560	0,79474358974359	0,2657	0,2582	521,541797064043
1561	0,794234465086483	0,27	0,2624	530,66193740926
1562	0,793725992317542	0,2676	0,26	526,619014679787
1563	0,793218170185541	0,2667	0,2592	525,520109937087
1564	0,792710997442455	0,2626	0,2553	518,103572834328
1565	0,79220447284345	0,2673	0,2598	528,051171559929
1566	0,791698595146871	0,2625	0,2551	519,231690595257
1567	0,791193363114231	0,2631	0,2557	521,083364978222
1568	0,790688775510204	0,2572	0,25	510,048469753186
1569	0,790184831102613	0,2545	0,2474	505,338098483626
1570	0,78968152866242	0,2418	0,235	480,733037586708
1571	0,789178866963717	0,2351	0,2285	468,008097354412
1572	0,788676844783715	0,2378	0,2311	473,985768027101
1573	0,788175460902734	0,2341	0,2275	467,204725681562
1574	0,787674714104193	0,2415	0,2346	482,586267139861
1575	0,787174603174603	0,2397	0,2329	479,59817107598
1576	0,786675126903553	0,2468	0,2398	494,43129278916
1577	0,786176284083703	0,216	0,2099	433,276870462978
1578	0,785678073510773	0,2352	0,2285	472,388898854654
1579	0,785180493983534	0,2367	0,2301	476,004310937248
1580	0,784683544303797	0,2446	0,2377	492,514470075819
1581	0,784187223276407	0,2487	0,2417	501,404114131312
1582	0,783691529709229	0,242	0,2351	488,513637683497
1583	0,78319646241314	0,2476	0,2405	500,450166478464
1584	0,78270202020202	0,249	0,2419	503,915909017583
1585	0,782208201892744	0,2587	0,2514	524,207620180674
1586	0,78171500630517	0,2557	0,2484	518,782672366511
1587	0,78122243226213	0,253	0,2458	513,952215679948
1588	0,780730478589421	0,2511	0,2439	510,735536699468
1589	0,780239144115796	0,2323	0,2257	473,091747297951
1590	0,779748427672956	0,2418	0,2349	493,059025649298
1591	0,779258328095537	0,242	0,235	494,087757702855
1592	0,778768844221105	0,2523	0,245	515,764854976609
1593	0,778279974890144	0,2583	0,2509	528,693931843846
1594	0,777791718946048	0,2562	0,2489	525,054188740119
1595	0,77730407523511	0,2582	0,2508	529,817111630908
1596	0,776817042606516	0,2445	0,2375	502,33449911276
1597	0,776330619912336	0,2469	0,2399	507,901259961284
1598	0,775844806007509	0,2542	0,2469	523,573267301178
1599	0,775359599749844	0,242	0,2351	499,069077270527
1600	0,774875	0,2381	0,2313	491,640587191483
1601	0,774391005621487	0,2232	0,2169	461,450607517342
1602	0,773907615480649	0,2241	0,2178	463,890253589289
1603	0,773424828446662	0,224	0,2177	464,262313276335
1604	0,772942643391521	0,2284	0,222	473,97255557348
1605	0,772461059190031	0,2368	0,2301	492,017035005646
1606	0,771980074719801	0,2414	0,2345	502,20000838845
1607	0,771499688861232	0,233	0,2264	485,328776415551
1608	0,771019900497512	0,2299	0,2234	479,46777996451
1609	0,770540708514605	0,2273	0,2209	474,635143813518
1610	0,770062111801242	0,2176	0,2115	454,945120180674
1611	0,769584109248914	0,2268	0,2204	474,769158573964
1612	0,769106699751861	0,2308	0,2242	483,742502984352
1613	0,768629882207068	0,2372	0,2305	497,773517341507
1614	0,76815365551425	0,2384	0,2316	500,912281335699
1615	0,767678018575851	0,241	0,2342	507,002923858687
1616	0,76720297029703	0,2305	0,224	485,514282948863
1617	0,766728509585652	0,2347	0,228	494,972986207453
1618	0,766254635352287	0,2435	0,2366	514,167199548314
1619	0,765781346510191	0,241	0,2342	509,517503629618
1620	0,765308641975309	0,2345	0,2278	496,387965800936
1621	0,764836520666255	0,2343	0,2277	496,577098160994
1622	0,764364981504316	0,2375	0,2308	503,980440393612
1623	0,763894023413432	0,2425	0,2356	515,225264155509
1624	0,763423645320197	0,2427	0,2358	516,285816422003
1625	0,762953846153846	0,2378	0,2311	506,485421035651
1626	0,762484624846248	0,2397	0,2329	511,160733344088
1627	0,762015980331899	0,2408	0,234	514,138299080497
1628	0,761547911547912	0,2413	0,2345	515,839376673657
1629	0,761080417434009	0,2414	0,2346	516,687318438458
1630	0,760613496932515	0,2365	0,2298	506,821140506533
1631	0,760147148988351	0,2381	0,2314	510,876217212454
1632	0,75968137254902	0,2382	0,2315	511,717693821584
1633	0,759216166564605	0,2327	0,2261	500,515026859171
1634	0,75875152998776	0,2328	0,2263	501,343568962736
1635	0,7582874617737	0,2337	0,2271	503,897953298919
1636	0,757823960880196	0,2354	0,2288	508,1845123407
1637	0,757361026267563	0,227	0,2206	490,649752379416
1638	0,756898656898657	0,2201	0,2139	476,31713534441
1639	0,756436851738865	0,2203	0,2141	477,332244152283
1640	0,755975609756098	0,2151	0,2091	466,63410227456
1641	0,75551492992078	0,2196	0,2135	476,977470237135
1642	0,755054811205847	0,2208	0,2147	480,168584610421
1643	0,754595252586732	0,2154	0,2094	468,99605952573
1644	0,754136253041362	0,2236	0,2173	487,442950153251
1645	0,753677811550152	0,2182	0,2122	476,249923374738
1646	0,75321992709599	0,2175	0,2115	475,299427326988
1647	0,752762598664238	0,2277	0,2214	498,194119454751
1648	0,752305825242718	0,2166	0,2106	474,483631553476
1649	0,75184960582171	0,2187	0,2126	479,665477254396
1650	0,751393939393939	0,2253	0,219	494,740482335861
1651	0,750938824954573	0,2086	0,2028	458,624043071463
